Mineprep:0.5 | 时间戳1789889184.6354427,中文,English,繁體中文,,,"② *生成器过滤类型{1:'👤', 2:'🟩' , 3:'🟥', 4:'🟨', 5:'🌊', 6:'📸', 7:'💡', 8:'👪', 9:'✨', 10:'🧱', 11:'𝓕', 12:'🔧'}",<2:放置生物>,<2:Mobs>,<2:放置生物>,,,,③,<3:预设素材>,<3:Preset>,<3:預設素材>,,,④,<4:附加组件>,<4:Attach>,<4:附加組件>,,,⑤,<5:枚举选项>,<5:Enum Options>,<5:枚舉選項>,,,,⑥,<6:放置方块>,<6:Blocks>,<6:放置方塊>,,,,⑦,<7:放置物品>,<7:Items>,<7:放置物品>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [空槽底部中],chiseled_bookshelf_empty_slot_bottom_mid,浮雕書櫃 [空槽底部中],,,,👤🟩,黄绿色收纳袋 [打开背面],lime_bundle_open_back,淺綠色收納袋 (淺綠色束口袋) [打開背面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [空槽底部右],chiseled_bookshelf_empty_slot_bottom_right,浮雕書櫃 [空槽底部右],,,,👤🟩,黄绿色收纳袋 [打开正面],lime_bundle_open_front,淺綠色收納袋 (淺綠色束口袋) [打開正面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [空槽顶部左],chiseled_bookshelf_empty_slot_top_left,浮雕書櫃 [空槽頂部左],,,,👤🟩,黄绿色蜡烛,lime_candle,淺綠色蠟燭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [空槽顶部中],chiseled_bookshelf_empty_slot_top_mid,浮雕書櫃 [空槽頂部中],,,,👤🟩,黄绿色染料,lime_dye,淺綠色染料
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [空槽顶部右],chiseled_bookshelf_empty_slot_top_right,浮雕書櫃 [空槽頂部右],,,,👤🟩,黄绿色挽具,lime_harness,淺綠色牽引器具 (淺綠色帽鞍)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [物品栏],chiseled_bookshelf_inventory,浮雕書櫃 [物品欄],,,,🟩,滞留药水,lingering_potion,滯留藥水
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [占用槽底部左],chiseled_bookshelf_occupied_slot_bottom_left,浮雕書櫃 [佔用槽底部左],,,,👤🟩,羊驼刷怪蛋,llama_spawn_egg,羊駝生成蛋 (駱馬生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [占用槽底部中],chiseled_bookshelf_occupied_slot_bottom_mid,浮雕書櫃 [佔用槽底部中],,,,👤🟩,重锤,mace,重錘
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [占用槽底部右],chiseled_bookshelf_occupied_slot_bottom_right,浮雕書櫃 [佔用槽底部右],,,,👤🟩,品红色收纳袋,magenta_bundle,紫紅色收納袋 (洋紅色束口袋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [占用槽顶部左],chiseled_bookshelf_occupied_slot_top_left,浮雕書櫃 [佔用槽頂部左],,,,👤🟩,品红色收纳袋 [打开背面],magenta_bundle_open_back,紫紅色收納袋 (洋紅色束口袋) [打開背面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [占用槽顶部中],chiseled_bookshelf_occupied_slot_top_mid,浮雕書櫃 [佔用槽頂部中],,,,👤🟩,品红色收纳袋 [打开正面],magenta_bundle_open_front,紫紅色收納袋 (洋紅色束口袋) [打開正面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹书架 [占用槽顶部右],chiseled_bookshelf_occupied_slot_top_right,浮雕書櫃 [佔用槽頂部右],,,,👤🟩,品红色蜡烛,magenta_candle,紫紅色蠟燭 (洋紅色蠟燭)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹朱砂,chiseled_cinnabar,浮雕朱砂 (浮雕硃砂),,,,👤🟩,品红色染料,magenta_dye,紫紅色染料 (洋紅色染料)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹铜块,chiseled_copper,浮雕銅磚 (浮雕銅方塊),,,,👤🟩,品红色挽具,magenta_harness,紫紅色牽引器具 (洋紅色帽鞍)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹深板岩,chiseled_deepslate,浮雕深板巖 (浮雕深板岩),,,,🟥💡,岩浆膏,magma_cream,巖漿球 (岩漿球)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,雕纹下界砖块,chiseled_nether_bricks,浮雕地獄磚,,,,👤🟥💡,岩浆怪刷怪蛋,magma_cube_spawn_egg,巖漿史萊姆生成蛋 (岩漿立方怪生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,雕纹磨制黑石,chiseled_polished_blackstone,浮雕拋光黑石,,,,👤🟩🌊,红树木船,mangrove_boat,紅樹木船 (紅樹林木船)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,雕纹石英块,chiseled_quartz_block,浮雕石英磚 (浮雕石英方塊),,,,👤🟩🌊,红树木运输船,mangrove_chest_boat,儲物箱紅樹木船 (儲物箱紅樹林木船)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹红砂岩,chiseled_red_sandstone,浮雕紅砂巖 (浮雕紅砂岩),,,,👤🟩,红树木门,mangrove_door,紅樹木門 (紅樹林木門)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹树脂砖块,chiseled_resin_bricks,浮雕樹脂磚,,,,👤🟩,悬挂式红树木告示牌,mangrove_hanging_sign,紅樹木吊牌 (懸掛式紅樹林木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹砂岩,chiseled_sandstone,浮雕砂巖 (浮雕砂岩),,,,🟩,红树胎生苗,mangrove_propagule,紅樹胎生苗 (紅樹林木胎生苗)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹石砖,chiseled_stone_bricks,浮雕石磚,,,,👤🟩,红树木告示牌,mangrove_sign,紅樹木指示牌 (紅樹林木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹硫黄,chiseled_sulfur,浮雕硫磺,,,,👤🟩,空地图,map,空白地圖
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹凝灰岩,chiseled_tuff,浮雕凝灰巖 (浮雕凝灰岩),,,,🟩,西瓜种子,melon_seeds,西瓜種子
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,雕纹凝灰岩砖,chiseled_tuff_bricks,浮雕凝灰巖磚 (浮雕凝灰岩磚),,,,🟩🌊,西瓜片,melon_slice,西瓜片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂花,chorus_flower,歌萊花,,,,👤🟩,奶桶,milk_bucket,鮮奶桶
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂花 [凋零],chorus_flower_dead,歌萊花 [凋零],,,,👤🟩,矿车,minecart,礦車
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂植株,chorus_plant,歌萊枝,,,,👤🟩,采矿纹样陶片,miner_pottery_sherd,採礦陶罐碎片 (礦工陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂植株 [无边],chorus_plant_noside,歌萊枝 [無邊],,,,👤🟩,旗帜图案,mojang_banner_pattern,橫額圖案 (旗幟圖案)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂植株 [无边1],chorus_plant_noside1,歌萊枝 [無邊1],,,,👤🟩,哞菇刷怪蛋,mooshroom_spawn_egg,蘑菇牛生成蛋 (哞菇生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂植株 [无边2],chorus_plant_noside2,歌萊枝 [無邊2],,,,👤🟩,悲恸纹样陶片,mourner_pottery_sherd,悲慟陶罐碎片 (悼惜陶器碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂植株 [无边3],chorus_plant_noside3,歌萊枝 [無邊3],,,,👤🟩,骡刷怪蛋,mule_spawn_egg,騾生成蛋 (騾子生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟨,紫颂植株 [边],chorus_plant_side,歌萊枝 [邊],,,,🟩,蘑菇煲,mushroom_stew,蘑菇湯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,朱砂,cinnabar,朱砂 (硃砂),,,,👤🟩,音乐唱片,music_disc_11,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖台阶,cinnabar_brick_slab,朱砂磚半磚 (硃砂磚半磚),,,,👤🟩,音乐唱片,music_disc_13,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖台阶 [顶部],cinnabar_brick_slab_top,朱砂磚半磚 (硃砂磚半磚) [頂部],,,,👤🟩,音乐唱片,music_disc_5,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖楼梯,cinnabar_brick_stairs,朱砂磚樓梯 (硃砂磚階梯),,,,👤🟩,音乐唱片,music_disc_blocks,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖楼梯 [内角],cinnabar_brick_stairs_inner,朱砂磚樓梯 (硃砂磚階梯) [內角],,,,👤🟩,音乐唱片,music_disc_bounce,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖楼梯 [外角],cinnabar_brick_stairs_outer,朱砂磚樓梯 (硃砂磚階梯) [外角],,,,👤🟩,音乐唱片,music_disc_cat,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖墙 [物品栏],cinnabar_brick_wall_inventory,朱砂磚牆 (硃砂磚牆) [物品欄],,,,👤🟩,音乐唱片,music_disc_chirp,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖墙 [柱],cinnabar_brick_wall_post,朱砂磚牆 (硃砂磚牆) [柱],,,,👤🟩,音乐唱片,music_disc_creator,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖墙 [边],cinnabar_brick_wall_side,朱砂磚牆 (硃砂磚牆) [邊],,,,👤🟩,音乐唱片,music_disc_creator_music_box,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖墙 [边高],cinnabar_brick_wall_side_tall,朱砂磚牆 (硃砂磚牆) [邊高],,,,👤🟩,音乐唱片,music_disc_far,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂砖,cinnabar_bricks,朱砂磚 (硃砂磚),,,,👤🟩,音乐唱片,music_disc_lava_chicken,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂台阶,cinnabar_slab,朱砂半磚 (硃砂半磚),,,,👤🟩,音乐唱片,music_disc_mall,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂台阶 [顶部],cinnabar_slab_top,朱砂半磚 (硃砂半磚) [頂部],,,,👤🟩,音乐唱片,music_disc_mellohi,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂楼梯,cinnabar_stairs,朱砂樓梯 (硃砂階梯),,,,👤🟩,音乐唱片,music_disc_otherside,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂楼梯 [内角],cinnabar_stairs_inner,朱砂樓梯 (硃砂階梯) [內角],,,,👤🟩,音乐唱片,music_disc_pigstep,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂楼梯 [外角],cinnabar_stairs_outer,朱砂樓梯 (硃砂階梯) [外角],,,,👤🟩,音乐唱片,music_disc_precipice,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂墙 [物品栏],cinnabar_wall_inventory,朱砂牆 (硃砂牆) [物品欄],,,,👤🟩,音乐唱片,music_disc_relic,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂墙 [柱],cinnabar_wall_post,朱砂牆 (硃砂牆) [柱],,,,👤🟩,音乐唱片,music_disc_stal,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂墙 [边],cinnabar_wall_side,朱砂牆 (硃砂牆) [邊],,,,👤🟩,音乐唱片,music_disc_strad,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,朱砂墙 [边高],cinnabar_wall_side_tall,朱砂牆 (硃砂牆) [邊高],,,,👤🟩,音乐唱片,music_disc_tears,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,黏土,clay,黏土,,,,👤🟩,音乐唱片,music_disc_wait,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,闭合的眼眸花,closed_eyeblossom,閉合的眼眸花 (閉合的擬目花),,,,👤🟩,音乐唱片,music_disc_ward,唱片
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,煤炭块,coal_block,煤炭磚 (煤炭方塊),,,,🟩,生羊肉,mutton,生羊肉
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,煤矿石,coal_ore,煤礦,,,,👤🟩,命名牌,name_tag,命名牌
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,砂土,coarse_dirt,粗泥,,,,🟩🌊,鹦鹉螺壳,nautilus_shell,鸚鵡螺殼
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,深板岩圆石,cobbled_deepslate,深板巖碎石 (深板岩碎石),,,,👤🟩🌊,鹦鹉螺刷怪蛋,nautilus_spawn_egg,鸚鵡螺生成蛋 (鸚鵡螺生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石台阶,cobbled_deepslate_slab,深板巖碎石半磚 (碎深板岩半磚),,,,👤🟥,下界砖,nether_brick,地獄磚頭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石台阶 [顶部],cobbled_deepslate_slab_top,深板巖碎石半磚 (碎深板岩半磚) [頂部],,,,🟥,下界苗,nether_sprouts,地獄芽
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石楼梯,cobbled_deepslate_stairs,深板巖碎石樓梯 (碎深板岩階梯),,,,🟥,下界之星,nether_star,地獄之星
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石楼梯 [内角],cobbled_deepslate_stairs_inner,深板巖碎石樓梯 (碎深板岩階梯) [內角],,,,🟥,下界疣,nether_wart,地獄孢子 (地獄疙瘩)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石楼梯 [外角],cobbled_deepslate_stairs_outer,深板巖碎石樓梯 (碎深板岩階梯) [外角],,,,👤🟥,下界合金斧,netherite_axe,地獄合金斧頭 (獄髓斧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石墙 [物品栏],cobbled_deepslate_wall_inventory,深板巖碎石牆 (碎深板岩牆) [物品欄],,,,👤🟥,下界合金靴子,netherite_boots,地獄合金靴 (獄髓靴子)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石墙 [柱],cobbled_deepslate_wall_post,深板巖碎石牆 (碎深板岩牆) [柱],,,,👤🟥,下界合金胸甲,netherite_chestplate,地獄合金胸甲 (獄髓胸甲)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石墙 [边],cobbled_deepslate_wall_side,深板巖碎石牆 (碎深板岩牆) [邊],,,,👤🟥,下界合金头盔,netherite_helmet,地獄合金頭盔 (獄髓頭盔)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,深板岩圆石墙 [边高],cobbled_deepslate_wall_side_tall,深板巖碎石牆 (碎深板岩牆) [邊高],,,,👤🟥,下界合金锄,netherite_hoe,地獄合金鋤頭 (獄髓鋤)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,圆石,cobblestone,碎石 (鵝卵石),,,,👤🟥,下界合金马铠,netherite_horse_armor,地獄合金馬甲 (獄髓製馬鎧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石台阶,cobblestone_slab,碎石半磚 (鵝卵石半磚),,,,🟥,下界合金锭,netherite_ingot,地獄合金錠 (獄髓錠)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石台阶 [顶部],cobblestone_slab_top,碎石半磚 (鵝卵石半磚) [頂部],,,,👤🟥,下界合金护腿,netherite_leggings,地獄合金護腳 (獄髓護腿)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石楼梯,cobblestone_stairs,碎石樓梯 (鵝卵石階梯),,,,👤🟥🌊,下界合金鹦鹉螺铠,netherite_nautilus_armor,地獄合金鸚鵡螺甲 (獄髓製鸚鵡螺鎧)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石楼梯 [内角],cobblestone_stairs_inner,碎石樓梯 (鵝卵石階梯) [內角],,,,👤🟥,下界合金镐,netherite_pickaxe,地獄合金鎬 (獄髓鎬)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石楼梯 [外角],cobblestone_stairs_outer,碎石樓梯 (鵝卵石階梯) [外角],,,,🟥,下界合金碎片,netherite_scrap,地獄合金碎片 (獄髓碎片)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石墙 [物品栏],cobblestone_wall_inventory,碎石牆 (鵝卵石牆) [物品欄],,,,👤🟥,下界合金锹,netherite_shovel,地獄合金鏟 (獄髓鏟)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石墙 [柱],cobblestone_wall_post,碎石牆 (鵝卵石牆) [柱],,,,👤🟥,下界合金矛,netherite_spear,地獄合金矛 (獄髓矛)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石墙 [边],cobblestone_wall_side,碎石牆 (鵝卵石牆) [邊],,,,👤🟥,下界合金矛 [手持],netherite_spear_in_hand,地獄合金矛 (獄髓矛) [手持]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,圆石墙 [边高],cobblestone_wall_side_tall,碎石牆 (鵝卵石牆) [邊高],,,,👤🟥,下界合金剑,netherite_sword,地獄合金劍 (獄髓劍)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,蜘蛛网,cobweb,蜘蛛網,,,,👤🟥,锻造模板,netherite_upgrade_smithing_template,鍛造模板
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,可可果 [阶段0],cocoa_stage0,可可果 (可可豆) [階段0],,,,👤🟩🌊,橡木船,oak_boat,橡木船
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,可可果 [阶段1],cocoa_stage1,可可果 (可可豆) [階段1],,,,👤🟩🌊,橡木运输船,oak_chest_boat,儲物箱橡木船
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,可可果 [阶段2],cocoa_stage2,可可果 (可可豆) [階段2],,,,👤🟩,橡木门,oak_door,橡木門
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,命令方块,command_block,命令方塊 (指令方塊),,,,👤🟩,悬挂式橡木告示牌,oak_hanging_sign,橡木吊牌 (懸掛式橡木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,命令方块 [条件],command_block_conditional,命令方塊 (指令方塊) [條件],,,,👤🟩,橡木告示牌,oak_sign,橡木指示牌 (橡木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红石比较器,comparator,紅石比較器,,,,👤🟩,豹猫刷怪蛋,ocelot_spawn_egg,豹貓生成蛋 (山貓生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红石比较器 [开启],comparator_on,紅石比較器 [開啟],,,,👤🟩,不祥之瓶,ominous_bottle,不祥之瓶
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红石比较器 [开启减法],comparator_on_subtract,紅石比較器 [開啟減法],,,,👤🟩,不祥试炼钥匙,ominous_trial_key,不祥試煉鎖匙 (不祥試煉鑰匙)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,红石比较器 [减法],comparator_subtract,紅石比較器 [減法],,,,👤🟩,橙色收纳袋,orange_bundle,橙色收納袋 (橙色束口袋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶,composter,堆肥桶 (堆肥箱),,,,👤🟩,橙色收纳袋 [打开背面],orange_bundle_open_back,橙色收納袋 (橙色束口袋) [打開背面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容1],composter_contents1,堆肥桶 (堆肥箱) [內容1],,,,👤🟩,橙色收纳袋 [打开正面],orange_bundle_open_front,橙色收納袋 (橙色束口袋) [打開正面]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容2],composter_contents2,堆肥桶 (堆肥箱) [內容2],,,,👤🟩💡,橙色蜡烛,orange_candle,橙色蠟燭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容3],composter_contents3,堆肥桶 (堆肥箱) [內容3],,,,👤🟩,橙色染料,orange_dye,橙色染料
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容4],composter_contents4,堆肥桶 (堆肥箱) [內容4],,,,👤🟩,橙色挽具,orange_harness,橙色牽引器具 (橙色帽鞍)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容5],composter_contents5,堆肥桶 (堆肥箱) [內容5],,,,👤🟩,氧化的铜链,oxidized_copper_chain,氧化的銅鏈
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容6],composter_contents6,堆肥桶 (堆肥箱) [內容6],,,,👤🟩,氧化的铜门,oxidized_copper_door,氧化的銅門
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容7],composter_contents7,堆肥桶 (堆肥箱) [內容7],,,,👤🟩💡,氧化的铜灯笼,oxidized_copper_lantern,氧化的銅燈籠
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,堆肥桶 [内容就绪],composter_contents_ready,堆肥桶 (堆肥箱) [內容就緒],,,,👤🟩,画,painting,畫 (繪畫)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊💡,潮涌核心,conduit,海靈核心,,,,👤🟩🌊,苍白橡木船,pale_oak_boat,蒼白橡木船
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜栏杆 [端帽],copper_bars_cap,銅欄杆 (銅柵欄) [端帽],,,,👤🟩🌊,苍白橡木运输船,pale_oak_chest_boat,儲物箱蒼白橡木船
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜栏杆 [端帽交替],copper_bars_cap_alt,銅欄杆 (銅柵欄) [端帽交替],,,,👤🟩,苍白橡木门,pale_oak_door,蒼白橡木門
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜栏杆 [柱],copper_bars_post,銅欄杆 (銅柵欄) [柱],,,,👤🟩,悬挂式苍白橡木告示牌,pale_oak_hanging_sign,蒼白橡木吊牌 (懸掛式蒼白橡木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜栏杆 [柱端],copper_bars_post_ends,銅欄杆 (銅柵欄) [柱端],,,,👤🟩,苍白橡木告示牌,pale_oak_sign,蒼白橡木指示牌 (蒼白橡木告示牌)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜栏杆 [边],copper_bars_side,銅欄杆 (銅柵欄) [邊],,,,👤🟩,熊猫刷怪蛋,panda_spawn_egg,熊貓生成蛋 (貓熊生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜栏杆 [边交替],copper_bars_side_alt,銅欄杆 (銅柵欄) [邊交替],,,,🟩,纸,paper,紙
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜块,copper_block,銅磚 (銅方塊),,,,👤🟩,焦骸刷怪蛋,parched_spawn_egg,旱骨生成蛋 (枯骸生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜灯,copper_bulb,銅燈,,,,👤🟩,鹦鹉刷怪蛋,parrot_spawn_egg,鸚鵡生成蛋 (鸚鵡生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,铜灯 [点燃],copper_bulb_lit,銅燈 [點燃],,,,🟩,幻翼膜,phantom_membrane,夜魅膜 (夜魅皮膜)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩💡,铜灯 [点燃充能],copper_bulb_lit_powered,銅燈 [點燃充能],,,,👤🟩,幻翼刷怪蛋,phantom_spawn_egg,夜魅生成蛋 (夜魅生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜灯 [充能],copper_bulb_powered,銅燈 [充能],,,,👤🟩,猪刷怪蛋,pig_spawn_egg,豬生成蛋 (豬生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜链,copper_chain,銅鏈,,,,👤🟥,旗帜图案,piglin_banner_pattern,橫額圖案 (旗幟圖案)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜箱子,copper_chest,銅儲物箱,,,,👤🟥,猪灵蛮兵刷怪蛋,piglin_brute_spawn_egg,殘暴豬人生成蛋 (豬布林蠻兵生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜门 [底部左],copper_door_bottom_left,銅門 [底部左],,,,👤🟥,猪灵刷怪蛋,piglin_spawn_egg,豬人生成蛋 (豬布林生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜门 [底部左打开],copper_door_bottom_left_open,銅門 [底部左打開],,,,👤🟩,掠夺者刷怪蛋,pillager_spawn_egg,掠奪者生成蛋 (掠奪者生怪蛋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜门 [底部右],copper_door_bottom_right,銅門 [底部右],,,,👤🟩,粉红色收纳袋,pink_bundle,粉紅色收納袋 (粉紅色束口袋)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,铜门 [底部右打开],copper_door_bottom_right_open,銅門 [底部右打開],,,,👤🟩,粉红色收纳袋 [打开背面],pink_bundle_open_back,粉紅色收納袋 (粉紅色束口袋) [打開背面]
